ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET001017,CUST074592,KYC Verification Delay,2024-12-05,10
TICKET001018,CUST055985,Loan Application Rejected,2025-04-21,6
TICKET001019,CUST005666,Poor Customer Service,2025-03-27,4
TICKET001020,CUST035135,ATM Withdrawal Failed,2025-05-04,10
TICKET001021,CUST001165,Loan Application Rejected,2025-04-28,8
TICKET001022,CUST049533,Incorrect Charges,2025-04-29,8
TICKET001023,CUST017666,Delayed Refund,2025-02-10,9
TICKET001024,CUST006539,Incorrect Charges,2025-04-09,3
TICKET001025,CUST054642,Incorrect Charges,2024-06-08,7
TICKET001026,CUST028608,KYC Verification Delay,2024-12-31,3
TICKET001027,CUST019501,Account Locked,2024-07-09,2
TICKET001028,CUST092132,Mobile App Issues,2025-04-04,3
TICKET001029,CUST093709,Mobile App Issues,2025-03-12,7
TICKET001030,CUST006374,Account Locked,2024-12-10,4
TICKET001031,CUST024732,Unauthorized Transaction,2025-04-15,4
TICKET001032,CUST074814,ATM Withdrawal Failed,2025-03-25,10
TICKET001033,CUST090962,Mobile App Issues,2024-06-15,1
TICKET001034,CUST009548,Account Locked,2024-06-25,6
TICKET001035,CUST058399,Account Locked,2024-12-03,5
TICKET001036,CUST093941,Poor Customer Service,2024-06-20,10
TICKET001037,CUST055945,ATM Withdrawal Failed,2024-09-12,4
TICKET001038,CUST061470,ATM Withdrawal Failed,2024-06-16,5
TICKET001039,CUST027994,Poor Customer Service,2024-11-03,2
TICKET001040,CUST092881,Poor Customer Service,2024-07-20,9
TICKET001041,CUST080584,Card Not Working,2025-01-21,9
TICKET001042,CUST091129,Incorrect Charges,2024-05-11,2
TICKET001043,CUST085583,Account Locked,2025-02-27,1
TICKET001044,CUST077631,Unauthorized Transaction,2025-02-06,8
TICKET001045,CUST098525,Mobile App Issues,2025-01-05,3
TICKET001046,CUST067957,KYC Verification Delay,2024-06-09,6
TICKET001047,CUST092297,KYC Verification Delay,2024-08-11,7
TICKET001048,CUST052056,Mobile App Issues,2024-11-14,7
TICKET001049,CUST021127,KYC Verification Delay,2024-11-24,7
TICKET001050,CUST036959,Account Locked,2024-06-29,1
TICKET001051,CUST051694,Loan Application Rejected,2024-11-26,10
TICKET001052,CUST082228,KYC Verification Delay,2025-02-10,0
TICKET001053,CUST074695,Delayed Refund,2024-11-25,0
TICKET001054,CUST021752,Poor Customer Service,2024-11-26,7
TICKET001055,CUST093393,Account Locked,2024-12-18,1
TICKET001056,CUST085111,Unauthorized Transaction,2024-07-25,4
TICKET001057,CUST055376,Incorrect Charges,2025-01-12,8
TICKET001058,CUST039614,ATM Withdrawal Failed,2024-06-06,3
TICKET001059,CUST035141,Unauthorized Transaction,2024-10-05,6
TICKET001060,CUST005542,ATM Withdrawal Failed,2025-04-14,6
TICKET001061,CUST009325,Delayed Refund,2024-10-12,2
TICKET001062,CUST083048,Card Not Working,2024-05-21,10
TICKET001063,CUST076109,Card Not Working,2024-08-17,2
TICKET001064,CUST086756,Mobile App Issues,2024-06-20,7
TICKET001065,CUST088652,Mobile App Issues,2024-11-08,10
TICKET001066,CUST021028,Poor Customer Service,2024-08-20,4
TICKET001067,CUST020365,Mobile App Issues,2024-05-14,3
TICKET001068,CUST013031,Delayed Refund,2024-08-01,6
TICKET001069,CUST066924,Poor Customer Service,2024-08-08,2
TICKET001070,CUST024169,Loan Application Rejected,2025-01-13,2
TICKET001071,CUST053237,Unauthorized Transaction,2024-09-21,5
TICKET001072,CUST083201,Poor Customer Service,2024-10-19,10
TICKET001073,CUST058531,Delayed Refund,2025-01-31,8
TICKET001074,CUST053993,Unauthorized Transaction,2025-03-20,5
TICKET001075,CUST092941,Account Locked,2024-12-10,6
TICKET001076,CUST076193,Delayed Refund,2025-02-06,7
TICKET001077,CUST056749,Account Locked,2025-05-05,6
TICKET001078,CUST095730,Delayed Refund,2024-09-24,2
TICKET001079,CUST038677,Poor Customer Service,2024-06-05,6
TICKET001080,CUST055415,Card Not Working,2025-02-08,0
TICKET001081,CUST026086,ATM Withdrawal Failed,2024-08-31,9
TICKET001082,CUST041192,Card Not Working,2024-08-04,5
TICKET001083,CUST055497,Card Not Working,2025-01-16,3
TICKET001084,CUST043887,Account Locked,2025-03-05,0
TICKET001085,CUST081511,Loan Application Rejected,2024-07-27,0
TICKET001086,CUST042938,Loan Application Rejected,2024-06-01,9
TICKET001087,CUST013662,Delayed Refund,2024-12-04,3
TICKET001088,CUST038131,ATM Withdrawal Failed,2024-11-03,8
TICKET001089,CUST095151,Mobile App Issues,2024-06-29,9
TICKET001090,CUST084445,Account Locked,2024-12-21,1
TICKET001091,CUST040001,Poor Customer Service,2024-09-18,0
TICKET001092,CUST055750,Mobile App Issues,2024-08-05,1
TICKET001093,CUST019822,Card Not Working,2024-12-20,9
TICKET001094,CUST091585,Incorrect Charges,2025-04-20,1
TICKET001095,CUST040000,Account Locked,2024-08-27,7
TICKET001096,CUST089395,Mobile App Issues,2025-03-31,8
TICKET001097,CUST064545,Account Locked,2024-08-02,4
TICKET001098,CUST032087,Incorrect Charges,2025-02-09,8
TICKET001099,CUST043250,Incorrect Charges,2024-05-25,2
TICKET001100,CUST065972,Mobile App Issues,2025-02-11,7
TICKET001101,CUST089869,KYC Verification Delay,2024-06-10,9
TICKET001102,CUST059009,KYC Verification Delay,2025-01-24,4
TICKET001103,CUST030636,Delayed Refund,2024-06-01,9
TICKET001104,CUST031101,Delayed Refund,2025-01-27,9
TICKET001105,CUST024439,Poor Customer Service,2024-10-16,2
TICKET001106,CUST060693,ATM Withdrawal Failed,2024-09-04,0
TICKET001107,CUST082522,Unauthorized Transaction,2024-07-05,2
TICKET001108,CUST094718,Poor Customer Service,2025-04-03,1
TICKET001109,CUST069448,KYC Verification Delay,2024-12-30,9
TICKET001110,CUST030226,Mobile App Issues,2025-02-25,9
TICKET001111,CUST094855,Card Not Working,2024-06-20,8
TICKET001112,CUST084811,Account Locked,2024-08-06,1
TICKET001113,CUST032236,Loan Application Rejected,2024-10-21,4
TICKET001114,CUST004846,Unauthorized Transaction,2024-06-26,0
TICKET001115,CUST051984,KYC Verification Delay,2025-02-23,8
TICKET001116,CUST086244,Loan Application Rejected,2025-04-28,5
TICKET001117,CUST005829,Mobile App Issues,2025-03-06,5
TICKET001118,CUST002340,Delayed Refund,2024-06-21,7
TICKET001119,CUST020544,Mobile App Issues,2024-11-03,3
TICKET001120,CUST092435,KYC Verification Delay,2024-07-02,3
TICKET001121,CUST045682,Delayed Refund,2024-09-28,3
TICKET001122,CUST024604,KYC Verification Delay,2025-01-03,0
TICKET001123,CUST007580,Card Not Working,2024-10-12,5
TICKET001124,CUST005850,Delayed Refund,2025-02-06,0
TICKET001125,CUST024324,Poor Customer Service,2024-12-31,5
TICKET001126,CUST016719,Card Not Working,2024-09-15,2
TICKET001127,CUST050599,Card Not Working,2025-03-27,1
TICKET001128,CUST030990,Account Locked,2024-09-24,1
TICKET001129,CUST051442,ATM Withdrawal Failed,2024-12-04,5
TICKET001130,CUST090287,Account Locked,2025-01-31,6
TICKET001131,CUST081966,ATM Withdrawal Failed,2024-07-06,4
TICKET001132,CUST015679,Incorrect Charges,2024-10-03,1
TICKET001133,CUST060339,Card Not Working,2025-04-22,10
TICKET001134,CUST004429,Loan Application Rejected,2024-06-10,0
TICKET001135,CUST062790,Poor Customer Service,2024-09-09,1
TICKET001136,CUST081421,Delayed Refund,2024-06-07,10
TICKET001137,CUST082462,Delayed Refund,2025-03-18,1
TICKET001138,CUST050123,KYC Verification Delay,2025-04-18,4
TICKET001139,CUST024124,Unauthorized Transaction,2024-05-29,8
TICKET001140,CUST066522,Card Not Working,2025-04-06,3
TICKET001141,CUST041926,Account Locked,2024-09-14,9
TICKET001142,CUST054903,Card Not Working,2025-03-27,0
TICKET001143,CUST014277,KYC Verification Delay,2025-03-21,7
TICKET001144,CUST062126,Card Not Working,2025-04-11,5
TICKET001145,CUST027500,Delayed Refund,2024-09-13,3
TICKET001146,CUST015292,Loan Application Rejected,2024-07-08,7
TICKET001147,CUST058618,Poor Customer Service,2024-08-10,5
TICKET001148,CUST003690,Mobile App Issues,2024-07-08,10
TICKET001149,CUST061765,Incorrect Charges,2024-07-13,4
TICKET001150,CUST054768,Loan Application Rejected,2024-08-23,3
TICKET001151,CUST027952,ATM Withdrawal Failed,2024-10-20,5
TICKET001152,CUST011987,ATM Withdrawal Failed,2025-01-07,3
TICKET001153,CUST090118,Incorrect Charges,2024-08-20,4
TICKET001154,CUST057416,ATM Withdrawal Failed,2024-07-31,8
TICKET001155,CUST011569,Poor Customer Service,2024-11-24,10
TICKET001156,CUST016569,Mobile App Issues,2024-12-24,0
TICKET001157,CUST022592,Delayed Refund,2025-03-10,10
TICKET001158,CUST002726,Loan Application Rejected,2025-01-03,7
TICKET001159,CUST092968,Poor Customer Service,2025-01-03,5
TICKET001160,CUST031207,Incorrect Charges,2024-12-10,7
TICKET001161,CUST001622,Account Locked,2024-06-26,10
TICKET001162,CUST035021,Incorrect Charges,2025-03-11,10
TICKET001163,CUST067917,Mobile App Issues,2024-12-09,4
TICKET001164,CUST042942,Card Not Working,2024-08-16,3
TICKET001165,CUST018916,Loan Application Rejected,2024-12-26,10
TICKET001166,CUST090665,Loan Application Rejected,2024-06-03,9
TICKET001167,CUST001485,Incorrect Charges,2024-06-24,5
TICKET001168,CUST092713,Mobile App Issues,2024-05-28,0
TICKET001169,CUST067883,Delayed Refund,2024-07-25,7
TICKET001170,CUST095295,ATM Withdrawal Failed,2024-11-17,7
TICKET001171,CUST099333,Delayed Refund,2024-11-22,4
TICKET001172,CUST080715,Mobile App Issues,2024-12-12,8
TICKET001173,CUST087929,KYC Verification Delay,2025-03-08,3
TICKET001174,CUST029663,Loan Application Rejected,2025-01-29,1
TICKET001175,CUST024944,Unauthorized Transaction,2024-06-10,3
TICKET001176,CUST075743,Incorrect Charges,2025-04-29,9
TICKET001177,CUST085089,KYC Verification Delay,2024-09-06,7
TICKET001178,CUST045918,ATM Withdrawal Failed,2024-07-16,9
TICKET001179,CUST036259,Mobile App Issues,2024-06-24,1
TICKET001180,CUST096224,Account Locked,2024-07-25,7
TICKET001181,CUST060677,Mobile App Issues,2025-03-07,1
TICKET001182,CUST003830,Unauthorized Transaction,2024-12-17,1
TICKET001183,CUST017536,Delayed Refund,2024-10-10,6
TICKET001184,CUST009303,Poor Customer Service,2024-12-17,0
TICKET001185,CUST067557,Loan Application Rejected,2024-12-15,4
TICKET001186,CUST020274,Unauthorized Transaction,2024-11-26,5
TICKET001187,CUST098526,Poor Customer Service,2024-12-28,0
TICKET001188,CUST071543,Loan Application Rejected,2024-12-01,10
TICKET001189,CUST051280,Incorrect Charges,2025-03-24,2
TICKET001190,CUST066447,Poor Customer Service,2024-09-14,7
TICKET001191,CUST065670,Incorrect Charges,2024-08-01,2
TICKET001192,CUST054353,KYC Verification Delay,2025-04-04,8
TICKET001193,CUST022211,Incorrect Charges,2024-12-10,6
TICKET001194,CUST007152,Loan Application Rejected,2024-12-31,8
TICKET001195,CUST060456,Incorrect Charges,2024-08-29,6
TICKET001196,CUST027307,Unauthorized Transaction,2024-08-05,6
TICKET001197,CUST008293,Delayed Refund,2024-06-23,7
TICKET001198,CUST010577,ATM Withdrawal Failed,2024-11-20,7
TICKET001199,CUST080200,Card Not Working,2024-08-27,7
TICKET001200,CUST070827,Poor Customer Service,2024-10-02,9
TICKET001201,CUST007668,Unauthorized Transaction,2024-05-14,8
TICKET001202,CUST029009,Mobile App Issues,2024-07-21,1
TICKET001203,CUST076151,Unauthorized Transaction,2025-02-18,0
TICKET001204,CUST099003,Card Not Working,2024-07-17,3
TICKET001205,CUST013022,ATM Withdrawal Failed,2024-05-21,6
TICKET001206,CUST047308,ATM Withdrawal Failed,2024-06-21,3
TICKET001207,CUST067733,ATM Withdrawal Failed,2024-06-13,0
TICKET001208,CUST088717,Account Locked,2024-12-20,1
TICKET001209,CUST087358,Poor Customer Service,2025-03-28,4
TICKET001210,CUST085177,Delayed Refund,2024-06-20,10
TICKET001211,CUST062120,Incorrect Charges,2024-05-17,8
TICKET001212,CUST083564,Mobile App Issues,2024-12-05,10
TICKET001213,CUST039477,Unauthorized Transaction,2024-10-25,9
TICKET001214,CUST025045,Account Locked,2024-12-10,9
TICKET001215,CUST077900,Loan Application Rejected,2025-01-18,1
TICKET001216,CUST012588,Incorrect Charges,2024-10-26,0
TICKET001217,CUST033541,KYC Verification Delay,2024-06-03,0
TICKET001218,CUST014873,KYC Verification Delay,2025-01-28,7
TICKET001219,CUST035223,Mobile App Issues,2024-10-30,9
TICKET001220,CUST093732,Loan Application Rejected,2024-11-14,7
TICKET001221,CUST097802,ATM Withdrawal Failed,2024-12-18,10
TICKET001222,CUST008201,Incorrect Charges,2025-01-10,1
TICKET001223,CUST075961,Mobile App Issues,2025-04-13,6
TICKET001224,CUST084764,Poor Customer Service,2024-09-26,10
TICKET001225,CUST017137,ATM Withdrawal Failed,2024-07-12,5
TICKET001226,CUST015464,Mobile App Issues,2024-07-24,5
TICKET001227,CUST052678,Card Not Working,2025-02-01,6
TICKET001228,CUST092908,ATM Withdrawal Failed,2025-01-10,5
TICKET001229,CUST066697,ATM Withdrawal Failed,2024-06-28,6
TICKET001230,CUST018126,Card Not Working,2024-10-22,4
TICKET001231,CUST018758,KYC Verification Delay,2024-06-24,6
TICKET001232,CUST023280,KYC Verification Delay,2024-05-15,7
TICKET001233,CUST030887,Incorrect Charges,2024-11-13,10
TICKET001234,CUST010692,Account Locked,2025-04-22,4
TICKET001235,CUST029230,KYC Verification Delay,2024-06-21,4
TICKET001236,CUST012397,Incorrect Charges,2024-11-27,10
TICKET001237,CUST027060,Card Not Working,2024-08-18,0
TICKET001238,CUST036972,ATM Withdrawal Failed,2024-11-14,8
TICKET001239,CUST062476,Unauthorized Transaction,2025-02-12,4
TICKET001240,CUST012263,Delayed Refund,2025-03-12,10
TICKET001241,CUST057221,Unauthorized Transaction,2024-05-08,1
TICKET001242,CUST012196,Incorrect Charges,2025-01-15,0
TICKET001243,CUST026236,Unauthorized Transaction,2024-07-06,10
TICKET001244,CUST056723,Unauthorized Transaction,2024-10-28,2
TICKET001245,CUST096620,Poor Customer Service,2024-07-14,2
TICKET001246,CUST093553,Account Locked,2025-04-09,10
TICKET001247,CUST017875,Account Locked,2024-08-18,1
TICKET001248,CUST049162,Mobile App Issues,2025-01-05,8
TICKET001249,CUST041053,Poor Customer Service,2024-08-05,3
TICKET001250,CUST082443,Incorrect Charges,2024-11-17,2
TICKET001251,CUST026583,Mobile App Issues,2024-08-20,7
TICKET001252,CUST062679,Delayed Refund,2024-09-14,0
TICKET001253,CUST009484,Incorrect Charges,2024-05-14,3
TICKET001254,CUST064881,Mobile App Issues,2025-03-21,10
TICKET001255,CUST097533,ATM Withdrawal Failed,2024-12-27,10
TICKET001256,CUST031627,Incorrect Charges,2025-03-03,9
TICKET001257,CUST003171,Delayed Refund,2025-01-30,0
TICKET001258,CUST040676,Mobile App Issues,2024-12-25,9
TICKET001259,CUST048030,Mobile App Issues,2025-03-15,5
TICKET001260,CUST050097,Loan Application Rejected,2025-02-25,7
TICKET001261,CUST022142,Unauthorized Transaction,2024-08-31,0
TICKET001262,CUST067416,Incorrect Charges,2024-12-31,1
TICKET001263,CUST075509,Poor Customer Service,2025-02-12,10
TICKET001264,CUST007628,Card Not Working,2024-11-14,0
TICKET001265,CUST023283,Account Locked,2025-02-19,3
TICKET001266,CUST089291,Delayed Refund,2025-01-01,1
TICKET001267,CUST022209,Account Locked,2024-11-28,6
TICKET001268,CUST069384,Card Not Working,2024-09-17,3
TICKET001269,CUST033848,Card Not Working,2025-03-20,3
TICKET001270,CUST086556,Mobile App Issues,2024-08-14,7
TICKET001271,CUST095375,Account Locked,2024-05-22,4
TICKET001272,CUST065173,Unauthorized Transaction,2024-11-09,7
TICKET001273,CUST014043,Account Locked,2024-05-17,3
TICKET001274,CUST008038,Unauthorized Transaction,2025-02-20,6
TICKET001275,CUST063846,Account Locked,2024-10-07,2
TICKET001276,CUST068443,Delayed Refund,2024-06-06,9
TICKET001277,CUST093469,Delayed Refund,2025-01-26,1
TICKET001278,CUST051456,Incorrect Charges,2024-08-23,4
TICKET001279,CUST040038,Mobile App Issues,2025-02-17,9
TICKET001280,CUST054819,Incorrect Charges,2025-04-08,5
TICKET001281,CUST032975,Incorrect Charges,2024-07-28,0
TICKET001282,CUST038275,ATM Withdrawal Failed,2024-06-17,9
TICKET001283,CUST027391,Unauthorized Transaction,2025-04-08,8
TICKET001284,CUST056658,Unauthorized Transaction,2025-02-15,5
TICKET001285,CUST058925,Unauthorized Transaction,2024-07-20,9
TICKET001286,CUST007893,Loan Application Rejected,2024-10-13,0
TICKET001287,CUST072823,ATM Withdrawal Failed,2025-01-31,4
TICKET001288,CUST074433,Incorrect Charges,2025-03-20,9
TICKET001289,CUST012410,Card Not Working,2024-11-14,9
TICKET001290,CUST084371,Mobile App Issues,2024-12-16,6
TICKET001291,CUST067107,Account Locked,2024-11-26,6
TICKET001292,CUST086068,ATM Withdrawal Failed,2024-07-03,8
TICKET001293,CUST070120,Account Locked,2024-08-01,5
TICKET001294,CUST091503,Incorrect Charges,2025-01-30,8
TICKET001295,CUST075307,Poor Customer Service,2024-06-28,3
TICKET001296,CUST025843,Unauthorized Transaction,2025-01-25,0
TICKET001297,CUST001897,Mobile App Issues,2024-12-10,3
TICKET001298,CUST059455,Mobile App Issues,2025-01-13,0
TICKET001299,CUST016060,KYC Verification Delay,2025-04-20,8
TICKET001300,CUST017923,Incorrect Charges,2025-01-24,1
TICKET001301,CUST021164,ATM Withdrawal Failed,2024-11-25,2
TICKET001302,CUST034699,Delayed Refund,2024-11-11,7
TICKET001303,CUST043012,Card Not Working,2024-12-14,4
TICKET001304,CUST067342,Unauthorized Transaction,2024-07-13,7
TICKET001305,CUST073645,Account Locked,2025-03-02,10
TICKET001306,CUST038727,Mobile App Issues,2024-12-09,7
TICKET001307,CUST002965,Account Locked,2024-11-08,4
TICKET001308,CUST074635,Poor Customer Service,2024-11-09,1
TICKET001309,CUST082186,Card Not Working,2024-08-25,8
TICKET001310,CUST033327,Mobile App Issues,2024-08-28,3
TICKET001311,CUST040261,Mobile App Issues,2024-07-15,2
TICKET001312,CUST073365,Account Locked,2025-04-27,1
TICKET001313,CUST074867,Account Locked,2024-11-24,5
TICKET001314,CUST002766,Account Locked,2024-10-23,8
TICKET001315,CUST022402,KYC Verification Delay,2025-02-13,4
TICKET001316,CUST071828,Poor Customer Service,2025-01-09,1
TICKET001317,CUST070624,KYC Verification Delay,2024-12-13,3
TICKET001318,CUST006800,ATM Withdrawal Failed,2025-01-10,0
TICKET001319,CUST010782,Poor Customer Service,2025-04-16,4
TICKET001320,CUST070350,Account Locked,2024-05-12,4
TICKET001321,CUST002577,Unauthorized Transaction,2024-08-13,2
TICKET001322,CUST030494,Incorrect Charges,2024-12-30,1
TICKET001323,CUST024393,Card Not Working,2024-05-29,2
TICKET001324,CUST035573,Poor Customer Service,2024-09-24,1
TICKET001325,CUST006767,Incorrect Charges,2025-03-05,8
TICKET001326,CUST042954,Card Not Working,2025-01-04,8
TICKET001327,CUST094386,Poor Customer Service,2025-04-15,9
TICKET001328,CUST076148,Delayed Refund,2024-11-14,7
TICKET001329,CUST095868,KYC Verification Delay,2024-09-10,7
TICKET001330,CUST064228,Card Not Working,2024-11-01,3
TICKET001331,CUST096388,Mobile App Issues,2024-07-10,7
TICKET001332,CUST002270,Loan Application Rejected,2024-06-28,3
TICKET001333,CUST059144,Delayed Refund,2024-11-12,1
TICKET001334,CUST034930,KYC Verification Delay,2025-03-16,1
TICKET001335,CUST028368,Incorrect Charges,2024-09-21,3
TICKET001336,CUST033147,Poor Customer Service,2024-07-03,0
TICKET001337,CUST017819,KYC Verification Delay,2024-10-11,2
TICKET001338,CUST088233,Poor Customer Service,2024-06-14,2
TICKET001339,CUST077542,Delayed Refund,2024-06-24,1
TICKET001340,CUST092111,Mobile App Issues,2024-11-30,5
TICKET001341,CUST044862,Poor Customer Service,2024-07-27,9
TICKET001342,CUST094334,Incorrect Charges,2024-10-13,10
TICKET001343,CUST009152,KYC Verification Delay,2024-11-15,5
TICKET001344,CUST034201,Delayed Refund,2025-04-05,1
TICKET001345,CUST026769,Loan Application Rejected,2024-09-18,5
TICKET001346,CUST018312,Account Locked,2024-10-24,10
TICKET001347,CUST092015,Unauthorized Transaction,2024-07-23,9
TICKET001348,CUST065134,Poor Customer Service,2025-05-04,1
TICKET001349,CUST029802,Incorrect Charges,2024-11-18,0
TICKET001350,CUST094073,Poor Customer Service,2024-09-08,2
TICKET001351,CUST050777,Loan Application Rejected,2024-09-10,6
TICKET001352,CUST083756,KYC Verification Delay,2024-07-04,4
TICKET001353,CUST042505,Account Locked,2024-10-17,10
TICKET001354,CUST067396,Account Locked,2025-03-04,8
TICKET001355,CUST006176,Loan Application Rejected,2024-12-24,6
TICKET001356,CUST026468,Card Not Working,2024-06-27,4
TICKET001357,CUST029281,Loan Application Rejected,2024-10-21,5
TICKET001358,CUST038874,Account Locked,2024-05-29,3
TICKET001359,CUST039070,Unauthorized Transaction,2024-12-03,2
TICKET001360,CUST079193,Unauthorized Transaction,2024-08-03,6
TICKET001361,CUST005588,Mobile App Issues,2024-07-10,1
TICKET001362,CUST037046,Loan Application Rejected,2024-11-25,8
TICKET001363,CUST034735,Poor Customer Service,2024-07-05,9
TICKET001364,CUST021306,Loan Application Rejected,2024-06-19,4
TICKET001365,CUST081047,Mobile App Issues,2024-09-19,10
TICKET001366,CUST044102,Poor Customer Service,2024-06-06,7
TICKET001367,CUST005501,Poor Customer Service,2024-12-30,6
TICKET001368,CUST093781,Loan Application Rejected,2024-09-19,10
TICKET001369,CUST064804,Mobile App Issues,2024-11-05,6
TICKET001370,CUST067282,Poor Customer Service,2025-02-16,6
TICKET001371,CUST035115,Card Not Working,2024-07-04,9
TICKET001372,CUST062688,Unauthorized Transaction,2024-08-03,9
TICKET001373,CUST024419,Poor Customer Service,2025-01-06,8
TICKET001374,CUST095878,KYC Verification Delay,2024-05-15,4
TICKET001375,CUST029785,Loan Application Rejected,2024-12-18,3
TICKET001376,CUST078608,Loan Application Rejected,2024-06-17,2
TICKET001377,CUST058445,Mobile App Issues,2025-01-08,7
TICKET001378,CUST065033,Poor Customer Service,2024-11-16,4
TICKET001379,CUST087558,Delayed Refund,2024-11-12,10
TICKET001380,CUST045030,Delayed Refund,2024-09-06,7
TICKET001381,CUST074957,Unauthorized Transaction,2024-05-24,4
TICKET001382,CUST095779,Account Locked,2025-02-17,0
TICKET001383,CUST086157,Card Not Working,2024-10-25,2
TICKET001384,CUST078636,Incorrect Charges,2025-03-16,10
TICKET001385,CUST026414,KYC Verification Delay,2024-11-28,9
TICKET001386,CUST012798,Delayed Refund,2024-07-11,10
TICKET001387,CUST095932,Loan Application Rejected,2025-04-10,6
TICKET001388,CUST084670,Mobile App Issues,2024-08-22,3
TICKET001389,CUST033722,Incorrect Charges,2025-01-12,7
TICKET001390,CUST023713,Loan Application Rejected,2025-02-05,2
TICKET001391,CUST042370,Card Not Working,2024-10-14,3
TICKET001392,CUST085397,Account Locked,2024-09-05,9
TICKET001393,CUST092101,Incorrect Charges,2024-07-17,1
TICKET001394,CUST026902,Account Locked,2024-11-08,6
TICKET001395,CUST043604,Mobile App Issues,2024-08-27,0
TICKET001396,CUST025443,Mobile App Issues,2025-02-16,0
TICKET001397,CUST059982,Incorrect Charges,2024-06-02,0
TICKET001398,CUST015359,Mobile App Issues,2024-09-07,0
TICKET001399,CUST057769,Mobile App Issues,2024-08-17,6
TICKET001400,CUST092390,Unauthorized Transaction,2024-11-18,10
TICKET001401,CUST088282,Mobile App Issues,2025-03-04,3
TICKET001402,CUST056001,Incorrect Charges,2025-05-01,6
TICKET001403,CUST095478,Loan Application Rejected,2025-04-04,10
TICKET001404,CUST009092,Mobile App Issues,2024-11-07,7
TICKET001405,CUST023782,Poor Customer Service,2024-08-14,4
TICKET001406,CUST028494,Incorrect Charges,2025-02-23,6
TICKET001407,CUST081174,Unauthorized Transaction,2025-04-20,4
TICKET001408,CUST068374,Card Not Working,2025-04-30,6
TICKET001409,CUST074154,Card Not Working,2025-04-26,3
TICKET001410,CUST027673,Loan Application Rejected,2024-12-10,8
TICKET001411,CUST056419,Poor Customer Service,2024-09-24,8
TICKET001412,CUST064372,Loan Application Rejected,2024-10-24,3
TICKET001413,CUST065123,Unauthorized Transaction,2024-10-28,4
TICKET001414,CUST099408,Unauthorized Transaction,2025-02-17,8
TICKET001415,CUST008599,KYC Verification Delay,2024-08-15,10
TICKET001416,CUST056751,Account Locked,2024-05-30,10
TICKET001417,CUST076817,Incorrect Charges,2024-09-27,7
TICKET001418,CUST061276,KYC Verification Delay,2025-04-25,6
TICKET001419,CUST067022,Account Locked,2024-06-16,5
TICKET001420,CUST005947,Incorrect Charges,2025-04-25,9
TICKET001421,CUST007552,Poor Customer Service,2024-10-20,2
TICKET001422,CUST089169,Poor Customer Service,2025-04-11,4
TICKET001423,CUST062822,Card Not Working,2024-12-26,0
TICKET001424,CUST017263,Mobile App Issues,2024-11-27,4
TICKET001425,CUST040852,Mobile App Issues,2024-08-09,4
TICKET001426,CUST089634,Delayed Refund,2024-12-30,10
TICKET001427,CUST092215,Delayed Refund,2025-01-22,10
TICKET001428,CUST011758,KYC Verification Delay,2025-01-13,8
TICKET001429,CUST064240,Delayed Refund,2024-05-28,3
TICKET001430,CUST046573,Incorrect Charges,2024-08-26,10
TICKET001431,CUST095907,Card Not Working,2024-08-25,9
TICKET001432,CUST022879,Account Locked,2024-12-28,0
TICKET001433,CUST041021,ATM Withdrawal Failed,2024-11-19,1
TICKET001434,CUST006609,Poor Customer Service,2024-10-31,3
TICKET001435,CUST035806,Account Locked,2025-02-19,5
TICKET001436,CUST073252,Incorrect Charges,2025-01-14,6
TICKET001437,CUST013616,Poor Customer Service,2025-02-11,8
TICKET001438,CUST033636,Account Locked,2024-06-01,3
TICKET001439,CUST055481,Card Not Working,2025-03-15,5
TICKET001440,CUST032926,Incorrect Charges,2024-11-18,1
TICKET001441,CUST093608,Incorrect Charges,2025-05-05,4
TICKET001442,CUST018273,Mobile App Issues,2025-01-14,4
TICKET001443,CUST094902,Account Locked,2024-12-30,5
TICKET001444,CUST087155,KYC Verification Delay,2025-02-17,8
TICKET001445,CUST042923,Mobile App Issues,2025-01-20,5
TICKET001446,CUST073879,KYC Verification Delay,2024-05-16,10
TICKET001447,CUST094284,Mobile App Issues,2025-04-20,9
TICKET001448,CUST083717,ATM Withdrawal Failed,2025-03-24,7
TICKET001449,CUST044055,Mobile App Issues,2024-06-23,3
TICKET001450,CUST002277,Poor Customer Service,2024-10-24,8
TICKET001451,CUST084065,KYC Verification Delay,2024-08-10,7
TICKET001452,CUST000598,ATM Withdrawal Failed,2024-11-26,1
TICKET001453,CUST055302,Unauthorized Transaction,2025-03-17,7
TICKET001454,CUST081196,Delayed Refund,2025-02-24,9
TICKET001455,CUST020783,Poor Customer Service,2024-07-20,4
TICKET001456,CUST048046,Mobile App Issues,2024-05-22,1
TICKET001457,CUST015398,Delayed Refund,2024-06-26,9
TICKET001458,CUST033690,Account Locked,2024-07-19,4
TICKET001459,CUST008577,KYC Verification Delay,2025-03-07,7
TICKET001460,CUST090822,ATM Withdrawal Failed,2024-07-24,0
TICKET001461,CUST086092,KYC Verification Delay,2024-08-18,9
TICKET001462,CUST048310,Incorrect Charges,2024-07-19,6
TICKET001463,CUST055277,KYC Verification Delay,2025-04-02,9
TICKET001464,CUST070840,Mobile App Issues,2024-09-14,10
TICKET001465,CUST019080,KYC Verification Delay,2025-04-12,4
TICKET001466,CUST086233,Account Locked,2024-09-06,5
